Parameters: 754571 Seed: 1234
Epoch		Loss(Tr)	mIOU (val)	lr
0		1.3130		0.2838		0.0004093
1		0.8154				0.0004867
2		0.6894				0.0005640
3		0.6113				0.0006413
4		0.5799				0.0007187
5		0.5357				0.0007960
6		0.4926				0.0008733
7		0.4929				0.0009507
8		0.4805				0.0009989
9		0.4310				0.0009958
10		0.3890				0.0009927
11		0.3938				0.0009896
12		0.3657				0.0009865
13		0.3632				0.0009834
14		0.3512				0.0009803
15		0.3676				0.0009772
16		0.3434				0.0009741
17		0.3362				0.0009710
18		0.3272				0.0009679
19		0.3228				0.0009648
20		0.3159				0.0009617
21		0.3100				0.0009586
22		0.3060				0.0009555
23		0.3162				0.0009524
24		0.3071				0.0009493
25		0.2933				0.0009462
26		0.2848				0.0009431
27		0.2800				0.0009400
0		1.3137		0.2946		0.0004093
1		0.8151				0.0004867
2		0.6875				0.0005640
3		0.6126				0.0006413
4		0.5780				0.0007187
5		0.5347				0.0007960
6		0.4945				0.0008733
7		0.4904				0.0009507
8		0.4786				0.0009989
9		0.4430				0.0009958
10		0.3950				0.0009927
11		0.3940				0.0009896
12		0.3651				0.0009865
13		0.3636				0.0009834
14		0.3484				0.0009803
15		0.3617				0.0009772
16		0.3434				0.0009741
17		0.3355				0.0009710
18		0.3285				0.0009679
19		0.3246				0.0009648
20		0.3197				0.0009617
21		0.3161				0.0009586
22		0.3059				0.0009555
23		0.3133				0.0009524
24		0.3037				0.0009493
25		0.2890				0.0009462
26		0.2875				0.0009431
27		0.2856				0.0009400
28		0.2831				0.0009369
29		0.2735				0.0009338
30		0.2701				0.0009307
31		0.2983				0.0009275
32		0.2673				0.0009244
33		0.2694				0.0009213
34		0.2548				0.0009182
35		0.2445				0.0009151
36		0.2594				0.0009120
37		0.2644				0.0009088
38		0.2480				0.0009057
39		0.2572				0.0009026
40		0.2470				0.0008995
41		0.2450				0.0008963
42		0.2442				0.0008932
43		0.2390				0.0008901
44		0.2435				0.0008870
45		0.2321				0.0008838
46		0.2334				0.0008807
47		0.2468				0.0008776
48		0.2263				0.0008744
49		0.2271				0.0008713
50		0.2388		0.5305		0.0008681
51		0.2263				0.0008650
52		0.2344				0.0008619
53		0.2513				0.0008587
54		0.2358				0.0008556
55		0.2213				0.0008524
56		0.2320				0.0008493
57		0.2189				0.0008462
58		0.2174				0.0008430
59		0.2089				0.0008399
60		0.2192				0.0008367
61		0.2218				0.0008336
62		0.2158				0.0008304
63		0.2248				0.0008272
64		0.2148				0.0008241
65		0.2153				0.0008209
66		0.2048				0.0008178
67		0.2095				0.0008146
68		0.2090				0.0008115
69		0.2214				0.0008083
70		0.2095				0.0008051
71		0.2059				0.0008020
72		0.2005				0.0007988
73		0.2007				0.0007956
74		0.2205				0.0007925
75		0.2173				0.0007893
76		0.2224				0.0007861
77		0.2073				0.0007830
78		0.2055				0.0007798
79		0.2023				0.0007766
80		0.1974				0.0007734
81		0.1969				0.0007702
82		0.1966				0.0007671
83		0.1882				0.0007639
84		0.2016				0.0007607
85		0.2099				0.0007575
86		0.2429				0.0007543
87		0.2174				0.0007511
88		0.2043				0.0007480
89		0.2041				0.0007448
90		0.1917				0.0007416
91		0.1921				0.0007384
92		0.2115				0.0007352
93		0.1932				0.0007320
94		0.1906				0.0007288
95		0.1828				0.0007256
96		0.1882				0.0007224
97		0.1851				0.0007192
98		0.1785				0.0007160
99		0.1882				0.0007128
100		0.2158		0.5600		0.0007096
101		0.2081				0.0007063
102		0.1978				0.0007031
103		0.1884				0.0006999
104		0.1824				0.0006967
105		0.1821				0.0006935
106		0.1841				0.0006903
107		0.1778				0.0006871
108		0.1867				0.0006838
109		0.1783				0.0006806
110		0.1716				0.0006774
111		0.1684				0.0006742
112		0.1800				0.0006709
113		0.1940				0.0006677
114		0.1749				0.0006645
