Parameters: 742955 Seed: 1234
Epoch		Loss(Tr)	mIOU (val)	lr
0		1.4330		0.2763		0.0004093
1		0.8613				0.0004867
2		0.7108				0.0005640
3		0.6285				0.0006413
4		0.5668				0.0007187
5		0.5045				0.0007960
6		0.5095				0.0008733
7		0.4721				0.0009507
8		0.4353				0.0009989
9		0.4133				0.0009958
10		0.4074				0.0009927
11		0.3824				0.0009896
12		0.3826				0.0009865
13		0.3671				0.0009834
14		0.3646				0.0009803
15		0.3548				0.0009772
16		0.3420				0.0009741
17		0.3415				0.0009710
18		0.3344				0.0009679
19		0.3073				0.0009648
20		0.3151				0.0009617
21		0.3032				0.0009586
22		0.2965				0.0009555
23		0.2945				0.0009524
24		0.3027				0.0009493
25		0.2855				0.0009462
26		0.2924				0.0009431
27		0.2898				0.0009400
28		0.2816				0.0009369
29		0.2879				0.0009338
30		0.2756				0.0009307
31		0.2612				0.0009275
32		0.2579				0.0009244
33		0.2609				0.0009213
34		0.2723				0.0009182
35		0.2616				0.0009151
36		0.2668				0.0009120
37		0.3013				0.0009088
38		0.2652				0.0009057
39		0.2596				0.0009026
40		0.2561				0.0008995
41		0.2557				0.0008963
42		0.2501				0.0008932
43		0.2404				0.0008901
44		0.2478				0.0008870
45		0.2331				0.0008838
46		0.2397				0.0008807
47		0.2284				0.0008776
48		0.2317				0.0008744
49		0.2319				0.0008713
50		0.2579		0.5001		0.0008681
51		0.2487				0.0008650
52		0.2481				0.0008619
53		0.2222				0.0008587
54		0.2325				0.0008556
55		0.2249				0.0008524
56		0.2226				0.0008493
57		0.2268				0.0008462
58		0.2294				0.0008430
59		0.2181				0.0008399
60		0.2215				0.0008367
61		0.2189				0.0008336
62		0.2163				0.0008304
63		0.2214				0.0008272
64		0.2202				0.0008241
65		0.2101				0.0008209
66		0.2064				0.0008178
67		0.2030				0.0008146
68		0.1995				0.0008115
69		0.1992				0.0008083
70		0.1995				0.0008051
71		0.1987				0.0008020
72		0.1979				0.0007988
73		0.2134				0.0007956
74		0.2002				0.0007925
75		0.2172				0.0007893
76		0.2102				0.0007861
77		0.2017				0.0007830
78		0.2018				0.0007798
79		0.1968				0.0007766
80		0.1983				0.0007734
81		0.2109				0.0007702
82		0.2006				0.0007671
83		0.1942				0.0007639
84		0.1967				0.0007607
85		0.1894				0.0007575
86		0.2012				0.0007543
87		0.2075				0.0007511
88		0.1957				0.0007480
89		0.1942				0.0007448
90		0.1888				0.0007416
91		0.1937				0.0007384
92		0.2071				0.0007352
93		0.2006				0.0007320
94		0.1845				0.0007288
95		0.1864				0.0007256
96		0.1994				0.0007224
97		0.1901				0.0007192
98		0.1966				0.0007160
99		0.1937				0.0007128
100		0.1874		0.5998		0.0007096
101		0.1809				0.0007063
102		0.1863				0.0007031
103		0.1814				0.0006999
104		0.1778				0.0006967
105		0.1849				0.0006935
106		0.2109				0.0006903
107		0.1963				0.0006871
108		0.1877				0.0006838
109		0.1777				0.0006806
110		0.1798				0.0006774
111		0.1748				0.0006742
112		0.1790				0.0006709
113		0.1779				0.0006677
114		0.1842				0.0006645
115		0.1837				0.0006612
116		0.1982				0.0006580
117		0.1859				0.0006548
118		0.1884				0.0006515
119		0.1813				0.0006483
120		0.1771				0.0006450
121		0.1780				0.0006418
122		0.1686				0.0006386
123		0.1712				0.0006353
124		0.1682				0.0006321
125		0.1693				0.0006288
126		0.1768				0.0006256
127		0.1725				0.0006223
128		0.1757				0.0006190
129		0.1820				0.0006158
130		0.1845				0.0006125
131		0.1699				0.0006093
132		0.1818				0.0006060
133		0.1996				0.0006027
134		0.1819				0.0005995
135		0.1753				0.0005962
136		0.1855				0.0005929
137		0.1669				0.0005896
138		0.1719				0.0005864
139		0.1661				0.0005831
140		0.1634				0.0005798
141		0.1757				0.0005765
142		0.1699				0.0005732
143		0.1688				0.0005700
144		0.1699				0.0005667
145		0.1657				0.0005634
146		0.1639				0.0005601
147		0.1764				0.0005568
148		0.1794				0.0005535
149		0.1639				0.0005502
150		0.1657		0.5426		0.0005469
151		0.1802				0.0005436
152		0.1728				0.0005403
153		0.1595				0.0005370
154		0.1655				0.0005337
155		0.1643				0.0005303
156		0.1617				0.0005270
157		0.1653				0.0005237
158		0.1673				0.0005204
159		0.1615				0.0005171
160		0.1578				0.0005137
161		0.1585				0.0005104
162		0.1561				0.0005071
163		0.1573				0.0005038
164		0.1567				0.0005004
165		0.1592				0.0004971
166		0.1564				0.0004937
167		0.1576				0.0004904
168		0.1585				0.0004871
169		0.1517				0.0004837
170		0.1537				0.0004804
171		0.1485				0.0004770
172		0.1560				0.0004737
173		0.1505				0.0004703
174		0.1591				0.0004669
175		0.1627				0.0004636
176		0.1596				0.0004602
177		0.1561				0.0004568
178		0.1748				0.0004535
179		0.1647				0.0004501
180		0.1570				0.0004467
181		0.1585				0.0004433
182		0.1512				0.0004400
183		0.1466				0.0004366
184		0.1456				0.0004332
185		0.1497				0.0004298
186		0.1540				0.0004264
187		0.1531				0.0004230
188		0.1526				0.0004196
189		0.1740				0.0004162
190		0.1576				0.0004128
191		0.1575				0.0004094
192		0.1585				0.0004060
193		0.1518				0.0004026
194		0.1486				0.0003991
195		0.1465				0.0003957
196		0.1494				0.0003923
197		0.1456				0.0003889
198		0.1519				0.0003854
199		0.1472				0.0003820
200		0.1516		0.6077		0.0003786
201		0.1491				0.0003751
202		0.1482				0.0003717
203		0.1456				0.0003682
204		0.1437				0.0003648
205		0.1467				0.0003613
206		0.1541				0.0003578
207		0.1440				0.0003544
208		0.1429				0.0003509
209		0.1405				0.0003474
210		0.1490				0.0003440
211		0.1464				0.0003405
212		0.1467				0.0003370
213		0.1501				0.0003335
214		0.1438				0.0003300
215		0.1415				0.0003265
216		0.1393				0.0003230
217		0.1385				0.0003195
218		0.1398				0.0003160
219		0.1415				0.0003125
220		0.1483				0.0003090
221		0.1479				0.0003055
222		0.1539				0.0003019
223		0.1408				0.0002984
224		0.1376				0.0002949
225		0.1382				0.0002913
226		0.1377				0.0002878
227		0.1372				0.0002842
228		0.1356				0.0002807
229		0.1396				0.0002771
230		0.1387				0.0002736
231		0.1377				0.0002700
232		0.1388				0.0002664
233		0.1435				0.0002628
234		0.1435				0.0002592
235		0.1757				0.0002557
236		0.1477				0.0002521
237		0.1456				0.0002485
238		0.1395				0.0002448
239		0.1392				0.0002412
240		0.1362				0.0002376
241		0.1333				0.0002340
242		0.1342				0.0002304
243		0.1362				0.0002267
244		0.1343				0.0002231
245		0.1312				0.0002194
246		0.1302				0.0002158
247		0.1291				0.0002121
248		0.1307				0.0002084
249		0.1317				0.0002047
250		0.1311		0.6424		0.0002010
251		0.1289				0.0001974
252		0.1317				0.0001937
253		0.1318				0.0001899
254		0.1287				0.0001862
255		0.1286				0.0001825
256		0.1317				0.0001788
257		0.1282				0.0001750
258		0.1271				0.0001713
259		0.1271				0.0001675
260		0.1258				0.0001637
261		0.1365				0.0001599
262		0.1321				0.0001562
263		0.1287				0.0001524
264		0.1277				0.0001485
265		0.1275				0.0001447
266		0.1259				0.0001409
267		0.1290				0.0001370
268		0.1262				0.0001332
269		0.1254				0.0001293
270		0.1236				0.0001254
251		0.1315				0.0001974
252		0.1310				0.0001937
253		0.1356				0.0001899
254		0.1314				0.0001862
255		0.1329				0.0001825
256		0.1331				0.0001788
257		0.1298				0.0001750
258		0.1306				0.0001713
259		0.1309				0.0001675
260		0.1279				0.0001637
261		0.1265				0.0001599
262		0.1264				0.0001562
263		0.1257				0.0001524
264		0.1265				0.0001485
265		0.1258				0.0001447
266		0.1272				0.0001409
267		0.1270				0.0001370
268		0.1309				0.0001332
269		0.1261				0.0001293
270		0.1264				0.0001254
271		0.1259				0.0001215
272		0.1245				0.0001176
273		0.1246				0.0001137
274		0.1244				0.0001097
275		0.1243				0.0001058
276		0.1237				0.0001018
277		0.1226				0.0000978
278		0.1246				0.0000938
279		0.1221				0.0000898
280		0.1216				0.0000857
281		0.1199				0.0000817
282		0.1196				0.0000776
283		0.1224				0.0000735
284		0.1229				0.0000693
285		0.1232				0.0000652
286		0.1194				0.0000610
287		0.1221				0.0000567
288		0.1182				0.0000525
289		0.1180				0.0000482
290		0.1211				0.0000438
291		0.1188				0.0000394
292		0.1198				0.0000350
293		0.1195				0.0000304
294		0.1171				0.0000258
295		0.1200				0.0000212
296		0.1183				0.0000164
297		0.1166				0.0000114
298		0.1183				0.0000061
299		0.1183		0.6381		0.0000002
